Station,Station,Helmet,Location,Column3,Time
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,13
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,14
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,14
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,13
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,13
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,13
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,13
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,,3,14
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,15
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,TRUE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,16
Location 2: Mowatt Lane Garage Exit at Knox Road,Location 2: Mowatt Lane Garage Exit at Knox Road,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,15
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,15
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,15
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,15
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,16
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,17
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,16
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,17
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,18
